split,db_id,n_joins,n_tables_ref,tables,join_types,topology,hardness,tier,n_fk_join_conds,n_join_conds,has_subquery,has_group_by,has_aggregation,has_where,agg_funcs,sql_tokens,query
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,complex,0,1,0,1,1,0,COUNT,21,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,complex,0,1,0,1,1,0,COUNT,21,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,complex,0,1,0,1,1,0,COUNT,21,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200
dev,flight_2,1,2,AIRLINES|FLIGHTS,INNER,binary,medium,complex,0,1,0,1,1,0,COUNT,21,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200
dev,flight_2,1,2,FLIGHTS|AIRLINES,INNER,binary,medium,moderate,0,1,0,0,0,1,,19,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines"""
dev,flight_2,1,2,FLIGHTS|AIRLINES,INNER,binary,medium,moderate,0,1,0,0,0,1,,19,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines"""
dev,flight_2,0,1,FLIGHTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
dev,flight_2,0,1,FLIGHTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
dev,flight_2,0,1,FLIGHTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG"""
dev,flight_2,0,1,FLIGHTS,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,1,2,FLIGHTS|AIRPORTS,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
dev,flight_2,1,2,Flights|Airports,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,22,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene"""
dev,flight_2,1,2,Flights|Airports,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,22,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene"""
dev,flight_2,0,2,Airports|Flights,,binary,extra hard,complex,0,0,1,0,0,1,,17,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights)
dev,flight_2,0,2,Airports|Flights,,binary,extra hard,complex,0,0,1,0,0,1,,17,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights)
dev,employee_hire_evaluation,0,1,employee,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM employee
dev,employee_hire_evaluation,0,1,employee,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM employee
dev,employee_hire_evaluation,0,1,employee,,single,easy,simple,0,0,0,0,0,0,,7,SELECT name FROM employee ORDER BY age
dev,employee_hire_evaluation,0,1,employee,,single,easy,simple,0,0,0,0,0,0,,7,SELECT name FROM employee ORDER BY age
dev,employee_hire_evaluation,0,1,employee,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT count(*) ,  city FROM employee GROUP BY city"
dev,employee_hire_evaluation,0,1,employee,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT count(*) ,  city FROM employee GROUP BY city"
dev,employee_hire_evaluation,0,1,employee,,single,medium,complex,0,0,0,1,1,1,COUNT,15,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1
dev,employee_hire_evaluation,0,1,employee,,single,medium,complex,0,0,0,1,1,1,COUNT,15,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1
dev,employee_hire_evaluation,0,1,shop,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION"
dev,employee_hire_evaluation,0,1,shop,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION"
dev,employee_hire_evaluation,0,1,shop,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1"
dev,employee_hire_evaluation,0,1,shop,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1"
dev,employee_hire_evaluation,0,1,shop,,single,medium,simple,0,0,0,0,1,0,MIN|MAX,6,"SELECT min(Number_products) ,  max(Number_products) FROM shop"
dev,employee_hire_evaluation,0,1,shop,,single,medium,simple,0,0,0,0,1,0,MIN|MAX,6,"SELECT min(Number_products) ,  max(Number_products) FROM shop"
dev,employee_hire_evaluation,0,1,shop,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC"
dev,employee_hire_evaluation,0,1,shop,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC"
dev,employee_hire_evaluation,0,1,shop,,single,hard,moderate,0,0,1,0,1,1,AVG,11,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop)
dev,employee_hire_evaluation,0,1,shop,,single,hard,moderate,0,0,1,0,1,1,AVG,11,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop)
dev,employee_hire_evaluation,1,2,employee|evaluation,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1
dev,employee_hire_evaluation,1,2,employee|evaluation,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1
dev,employee_hire_evaluation,1,2,employee|evaluation,INNER,binary,medium,moderate,1,1,0,0,0,0,,20,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1
dev,employee_hire_evaluation,1,2,employee|evaluation,INNER,binary,medium,moderate,1,1,0,0,0,0,,20,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1
dev,employee_hire_evaluation,0,2,employee|evaluation,,binary,hard,moderate,0,0,1,0,0,1,,12,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)
dev,employee_hire_evaluation,0,2,employee|evaluation,,binary,hard,moderate,0,0,1,0,0,1,,12,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)
dev,employee_hire_evaluation,1,2,hiring|shop,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1
dev,employee_hire_evaluation,1,2,hiring|shop,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1
dev,employee_hire_evaluation,0,2,shop|hiring,,binary,hard,moderate,0,0,1,0,0,1,,12,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring)
dev,employee_hire_evaluation,0,2,shop|hiring,,binary,hard,moderate,0,0,1,0,0,1,,12,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring)
dev,employee_hire_evaluation,1,2,hiring|shop,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,19,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name"
dev,employee_hire_evaluation,1,2,hiring|shop,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,19,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name"
dev,employee_hire_evaluation,0,1,evaluation,,single,medium,simple,0,0,0,0,1,0,SUM,4,SELECT sum(bonus) FROM evaluation
dev,employee_hire_evaluation,0,1,evaluation,,single,medium,simple,0,0,0,0,1,0,SUM,4,SELECT sum(bonus) FROM evaluation
dev,employee_hire_evaluation,0,1,hiring,,single,easy,simple,0,0,0,0,0,0,,4,SELECT * FROM hiring
dev,employee_hire_evaluation,0,1,hiring,,single,easy,simple,0,0,0,0,0,0,,4,SELECT * FROM hiring
dev,employee_hire_evaluation,0,1,shop,,single,extra hard,complex,0,0,1,0,0,1,,17,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000
dev,employee_hire_evaluation,0,1,shop,,single,extra hard,complex,0,0,1,0,0,1,,17,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000
dev,employee_hire_evaluation,0,1,shop,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT LOCATION) FROM shop
dev,employee_hire_evaluation,0,1,shop,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT LOCATION) FROM shop
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Documents
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Documents
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,easy,simple,0,0,0,0,0,0,,8,"SELECT document_id ,  document_name ,  document_description FROM Documents"
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,easy,simple,0,0,0,0,0,0,,8,"SELECT document_id ,  document_name ,  document_description FROM Documents"
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%"""
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%"""
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,easy,simple,0,0,0,0,0,1,,13,"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV"""
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,easy,simple,0,0,0,0,0,1,,13,"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV"""
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT template_id) FROM Documents
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT template_id) FROM Documents
dev,cre_Doc_Template_Mgt,1,2,Documents|Templates,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT'
dev,cre_Doc_Template_Mgt,1,2,Documents|Templates,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT'
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id"
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id"
dev,cre_Doc_Template_Mgt,1,2,Documents|Templates,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1"
dev,cre_Doc_Template_Mgt,1,2,Documents|Templates,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1"
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1
dev,cre_Doc_Template_Mgt,0,1,Documents,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1
dev,cre_Doc_Template_Mgt,0,2,Templates|Documents,,binary,extra hard,complex,0,0,1,0,0,0,,9,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents
dev,cre_Doc_Template_Mgt,0,2,Templates|Documents,,binary,extra hard,complex,0,0,1,0,0,0,,9,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Templates
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Templates
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,0,,8,"SELECT template_id ,  version_number ,  template_type_code FROM Templates"
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,0,,8,"SELECT template_id ,  version_number ,  template_type_code FROM Templates"
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,0,,5,SELECT DISTINCT template_type_code FROM Templates
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,0,,5,SELECT DISTINCT template_type_code FROM Templates
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT"""
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT"""
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV"""
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV"""
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5"
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5"
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code"
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code"
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,simple,0,0,0,0,1,0,MIN,6,"SELECT min(Version_Number) ,  template_type_code FROM Templates"
dev,cre_Doc_Template_Mgt,0,1,Templates,,single,medium,simple,0,0,0,0,1,0,MIN,6,"SELECT min(Version_Number) ,  template_type_code FROM Templates"
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base"""
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base"""
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK"""
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK"""
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,19,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code"
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,19,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code"
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,extra hard,complex,1,1,1,0,0,0,,19,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id
dev,cre_Doc_Template_Mgt,1,2,Templates|Documents,INNER,binary,extra hard,complex,1,1,1,0,0,0,,19,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id
dev,cre_Doc_Template_Mgt,0,1,Ref_template_types,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT template_type_code ,  template_type_description FROM Ref_template_types"
dev,cre_Doc_Template_Mgt,0,1,Ref_template_types,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT template_type_code ,  template_type_description FROM Ref_template_types"
dev,cre_Doc_Template_Mgt,0,1,Ref_template_types,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD"""
dev,cre_Doc_Template_Mgt,0,1,Ref_template_types,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD"""
dev,cre_Doc_Template_Mgt,0,1,Ref_template_types,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book"""
dev,cre_Doc_Template_Mgt,0,1,Ref_template_types,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book"""
dev,cre_Doc_Template_Mgt,2,3,Ref_template_types|Templates|Documents,INNER|INNER,chain,hard,complex,2,2,0,0,0,0,,23,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID
dev,cre_Doc_Template_Mgt,2,3,Ref_template_types|Templates|Documents,INNER|INNER,chain,hard,complex,2,2,0,0,0,0,,23,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID
dev,cre_Doc_Template_Mgt,1,2,Ref_template_types|Templates,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation"""
dev,cre_Doc_Template_Mgt,1,2,Ref_template_types|Templates,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation"""
dev,cre_Doc_Template_Mgt,0,1,Paragraphs,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Paragraphs
dev,cre_Doc_Template_Mgt,0,1,Paragraphs,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Paragraphs
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,19,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show'
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,19,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show'
dev,cre_Doc_Template_Mgt,0,1,paragraphs,,single,easy,simple,0,0,0,0,0,1,,8,select other_details from paragraphs where paragraph_text like 'korea'
dev,cre_Doc_Template_Mgt,0,1,paragraphs,,single,easy,simple,0,0,0,0,0,1,,8,select other_details from paragraphs where paragraph_text like 'korea'
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'"
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'"
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews"""
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews"""
dev,cre_Doc_Template_Mgt,0,1,Paragraphs,,single,medium,moderate,0,0,0,1,1,0,COUNT,12,"SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id"
dev,cre_Doc_Template_Mgt,0,1,Paragraphs,,single,medium,moderate,0,0,0,1,1,0,COUNT,12,"SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id"
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id"
dev,cre_Doc_Template_Mgt,1,2,Paragraphs|Documents,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id"
dev,cre_Doc_Template_Mgt,0,1,Paragraphs,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2
dev,cre_Doc_Template_Mgt,0,1,Paragraphs,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2
